"Mention ID","Original Mention Index","Corrected Mention Index","Original Mention Text","Corrected Mention Text"
"s09e09c09t|99","()","[15, 16]","","نوشتی"
"s09e09c09t|103","()","[4, 5]","","عشقمون"
"s09e09c09t|107","()","[1, 2]","","اینو"
"s09e09c09t|116","()","[13, 14]","","نمیتونم"
"s09e09c09t|118","[16, 17]","()","جوووون",""
"s09e09c09t|121","()","[3, 4]","","نخوندیش"
"s09e09c10t|0","()","[1, 2]","","میکنم"
"s09e09c10t|5","()","[4, 5]","","دوستیم"
"s09e09c10t|10","()","[7, 8]","","بتونیم"
"s09e09c10t|14","[1, 12]","[1, 2]","تو راجب اینکه من با کسای دیگه ملاقات میکنم سوال داشی","تو"
"s09e09c10t|20","[0, 2]","[0, 3]","یه چند","یه چند تایی"
"s09e09c10t|26","()","[11, 12]","","رفتید"
"s09e09c10t|30","()","[14, 15]","","ملاقاتشون"
"s09e09c10t|31","()","[18, 19]","","خوابیدی"
"s09e09c10t|43","[2, 3]","[2, 5]","شش","شش تا قرار"
"s09e09c10t|44","[7, 9]","[6, 9]","آدمای مختلف","با آدمای مختلف"
"s09e09c10t|45","()","[9, 12]","","فقط یا برای"
"s09e09c10t|50","()","[22, 23]","","شدم"
"s09e09c10t|53","[24, 25]","[24, 26]","دوتای","دوتای دیگه"
"s09e09c10t|54","[27, 28]","()","من",""
"s09e09c10t|62","[37, 42]","[37, 43]","یه کیسه صبحانه غلات و","یه کیسه صبحانه غلات و حبوبات"
"s09e09c10t|64","[39, 40]","[39, 43]","صبحانه","صبحانه غلات و حبوبات"
"s09e09c10t|71","()","[0, 1]","","قاطیشون"
"s09e09c10t|75","()","[0, 1]","","قاطیشون"
"s09e09c10t|90","()","[0, 1]","","خوبم"
"s09e09c10t|95","()","[1, 2]","","میخوام"
"s09e09c10t|101","()","[1, 2]","","باورت"
"s09e09c10t|105","()","[10, 11]","","باورت"
"s09e09c10t|109","[6, 7]","()","الکل",""
"s09e09c11t|0","()","[0, 1]","","بفرمایید"
"s09e09c11t|34","[15, 21]","[13, 21]","مجهول و تسلا هستم تمام شرکتهات","تحقیقاتی فضای مجهول و تسلا هستم تمام شرکتهات"
"s09e09c11t|36","()","[20, 21]","","شرکتهات"
"s09e09c11t|48","[0, 7]","[0, 8]","هیچی بهتر از کمک کردن به مردم","هیچی بهتر از کمک کردن به مردم نیست"
"s09e09c11t|54","()","[21, 22]","","فهمیدم"
"s09e09c11t|56","[8, 9]","[18, 19]","من","میکردم"
"s09e09c11t|68","()","[37, 38]","","هستم"
"s09e09c11t|70","[27, 34]","[27, 36]","یه مهندس آموزش دیده ی "" ام","یه مهندس آموزش دیده ی "" ام ای تی"
"s09e09c11t|72","()","[2, 3]","","میکردم"
"s09e09c11t|85","()","[5, 6]","","میخوام"
"s09e09c11t|93","[5, 6]","[4, 6]","شکرگذاری","جشن شکرگذاری"
"s09e09c11t|94","()","[11, 12]","","هستی"
"s09e09c11t|100","()","[3, 4]","","زنمو"
"s09e09c11t|105","()","[3, 4]","","برگردی"
"s09e09c11t|109","[1, 2]","[1, 3]","پیشنهاد","پیشنهاد کاریه"
"s09e09c11t|111","()","[6, 7]","","میخوام"
"s09e09c11t|114","()","[13, 14]","","بتونم"
"s09e09c11t|118","()","[14, 15]","","همسرم"
"s09e09c11t|120","[22, 23]","()","اون",""
"s09e09c11t|122","[19, 20]","()","اتاقی",""
"s09e09c11t|123","()","[22, 23]","","اون"
"s09e09c11t|127","()","[5, 6]","","نرسیدیم"
"s09e09c11t|132","()","[16, 17]","","بدم"
"s09e09c11t|136","()","[14, 15]","","ایمیلمو"
"s09e09c11t|147","()","[6, 7]","","کدوتنبلیش"
"s09e09c11t|151","()","[11, 12]","","هم"
"s09e09c12t|0","()","[0, 1]","","میدونی"
"s09e09c12t|10","()","[5, 6]","","داشتند"
"s09e09c12t|15","()","[9, 10]","","نبود"
"s09e09c12t|30","()","[0, 1]","","اسمش"
"s09e09c12t|39","()","[24, 25]","","میخوره"
"s09e09c12t|50","()","[7, 8]","","بهت"
"s09e09c12t|54","()","[15, 16]","","ببوسی"
"s09e09c12t|61","()","[13, 14]","","میتونی"
"s09e09c12t|62","()","[14, 15]","","بخوریشون"
"s09e09c12t|71","[6, 9]","[6, 12]","مارماهی بزرگ ماهی","مارماهی بزرگ ماهی بادکنکی ، میگو"
"s09e09c12t|72","[7, 8]","[8, 10]","بزرگ","ماهی بادکنکی"
"s09e09c12t|73","[8, 9]","[11, 12]","ماهی","میگو"
"s09e09c12t|76","[3, 4]","[3, 5]","مارماهی","مارماهی بزرگ"
"s09e09c12t|77","[6, 7]","[6, 8]","مارماهی","مارماهی بزرگ"
"s09e09c12t|78","()","[7, 8]","","میدونم"
"s09e09c12t|80","[16, 17]","[8, 17]","کنه","میتونه به اندازه کشتن یه اسب تولید مثل کنه"
"s09e09c12t|82","[10, 14]","[9, 14]","اندازه کشتن یه اسب","به اندازه کشتن یه اسب"
"s09e09c12t|86","[19, 20]","[19, 21]","مارماهی","مارماهی رو"
"s09e09c12t|90","[26, 29]","[27, 29]","با ماهی بادکنکی","ماهی بادکنکی"
"s09e09c12t|97","()","[3, 4]","","توه"
"s09e09c12t|99","[2, 3]","[2, 4]","نوبت","نوبت توه"
"s09e09c12t|100","[6, 11]","[4, 11]","مارماهی دهان گرد باب اسفنجی","خوک آبی مارماهی دهان گرد باب اسفنجی"
"s09e09c12t|101","[6, 7]","[6, 8]","مارماهی","مارماهی دهان"
"s09e09c12t|102","[9, 11]","[8, 11]","باب اسفنجی","گرد باب اسفنجی"
"s09e09c12t|109","()","[13, 14]","","نمیتوم"
"s09e09c12t|112","()","[15, 16]","","میتونم"
"s09e09c12t|114","()","[1, 2]","","میتونی"
"s09e09c12t|116","[3, 4]","[3, 5]","مارماهی","مارماهی دهان"
"s09e09c12t|118","()","[6, 7]","","ندیم"
"s09e09c12t|122","()","[13, 14]","","میجنگم"
"s09e09c12t|126","()","[16, 17]","","رفتارش"
"s09e09c12t|131","[22, 23]","[21, 23]","هم","با هم"
"s09e09c12t|136","[26, 27]","[26, 28]","خوک","خوک آبی"
"s09e09c12t|137","()","[4, 6]","","خوک آبی"
"s09e09c12t|138","()","[32, 33]","","تربیتش"
"s09e09c12t|140","[41, 42]","[34, 35]","همینه","که"
"s09e09c12t|145","[37, 41]","()","فعلی من با دوستام",""
"s09e09c12t|146","()","[40, 41]","","دوستام"
"s09e09c12t|149","()","[47, 48]","","میخورم"
"s09e09c12t|151","[43, 44]","[43, 45]","مارماهی","مارماهی دهان"
"s09e09c12t|156","[8, 10]","[8, 11]","یه ماهی","یه ماهی دهان"
"s09e09c12t|161","()","[0, 1]","","میدونم"
"s09e09c12t|170","()","[0, 1]","","دلم"
"s09e09c12t|173","[11, 12]","[1, 2]","شه","میتونی"
"s09e09c12t|178","()","[1, 2]","","کنم"
"s09e09c12t|180","()","[5, 6]","","میشم"
"s09e09c13t|0","()","[3, 4]","","رفتی"
"s09e09c13t|2","()","[5, 6]","","نمیتونم"
"s09e09c13t|10","()","[3, 4]","","متاسفم"
"s09e09c13t|12","[1, 3]","[1, 2]","دفترچه ت","دفترچه"
"s09e09c13t|13","()","[4, 5]","","میخوام"
"s09e09c13t|18","()","[9, 10]","","میخوام"
"s09e09c13t|31","()","[5, 6]","","نمیخوام"
"s09e09c13t|36","()","[9, 10]","","خودمم"
"s09e10c00t|16","()","[21, 24]","","دیر یا زود"
"s09e10c00t|21","[21, 28]","[24, 28]","دیر یا زود فهم من از واقعیت","فهم من از واقعیت"
"s09e10c00t|27","()","[37, 38]","","میدونم"
"s09e10c01t|0","[6, 7]","()","آهنگ",""
"s09e10c01t|6","()","[2, 3]","","میزدی"
"s09e10c01t|11","()","[4, 5]","","مغزم"
"s09e10c01t|13","()","[12, 13]","","میکنه"
"s09e10c01t|15","[8, 9]","[8, 11]","سر","سر و صدا"
"s09e10c01t|16","()","[1, 2]","","ذهنت"
"s09e10c01t|25","()","[2, 3]","","میزدم"
"s09e10c01t|27","[3, 7]","[3, 9]","یه امتیاز برای هافل","یه امتیاز برای هافل ‌ پاف"
"s09e10c01t|28","[6, 7]","[6, 9]","هافل","هافل ‌ پاف"
"s09e10c01t|39","[2, 3]","[0, 3]","چی","حالا هر چی"
"s09e10c01t|40","()","[4, 5]","","برگردیم"
"s09e10c01t|43","[7, 8]","()","اصلیمون",""
"s09e10c01t|44","()","[2, 3]","","میکنم"
"s09e10c01t|46","()","[3, 4]","","میدونم"
"s09e10c01t|49","[7, 8]","()","ـه",""
"s09e10c01t|51","()","[9, 10]","","نمیتونم"
"s09e10c01t|55","[10, 11]","[10, 12]","دقیق","دقیق بگم"
"s09e10c01t|62","[1, 4]","[1, 9]","فقط یه آهنگه","فقط یه آهنگه که توی ذهنت گیر گرده"
"s09e10c01t|65","[6, 11]","[10, 11]","ذهنت گیر گرده اسمش یادت","یادت"
"s09e10c01t|78","()","[7, 8]","","شدی"
"s09e10c02t|10","[32, 33]","[23, 24]","بذارید","میکنید"
"s09e10c02t|20","[37, 41]","[37, 42]","بهترین آهنگهای الویس پریسلی","بهترین آهنگهای الویس پریسلی رو"
"s09e10c02t|25","[49, 51]","[49, 52]","اصلا کمک","اصلا کمک نکردن"
"s09e10c02t|27","[0, 1]","()","چون",""
"s09e10c02t|29","[5, 7]","[5, 8]","مشتری مداری","مشتری مداری معروفه"
"s09e10c02t|30","()","[1, 2]","","تو"
"s09e10c02t|32","[2, 7]","[2, 8]","یه آهنگ توی ذهنت گیر","یه آهنگ توی ذهنت گیر کرده"
"s09e10c02t|34","()","[5, 6]","","ذهنت"
"s09e10c02t|36","()","[11, 12]","","میفته"
"s09e10c02t|42","()","[7, 8]","","من"
"s09e10c02t|50","()","[23, 24]","","نمیتونم"
"s09e10c02t|52","[24, 25]","()","یه",""
"s09e10c02t|53","[26, 27]","()","دارم",""
"s09e10c02t|55","()","[2, 3]","","گفتم"
"s09e10c02t|62","()","[8, 9]","","میفهمه"
"s09e10c02t|67","()","[5, 6]","","میترسیدم"
"s09e10c02t|79","[22, 24]","[18, 24]","برهنگی اجتماعی","تمایل به امتحان کردن برهنگی اجتماعی"
"s09e10c03t|23","[5, 8]","[5, 6]","دوتامون اشتباه کردیم","دوتامون"
"s09e10c03t|35","()","[17, 18]","","تو"
"s09e10c03t|38","()","[23, 24]","","سابقم"
"s09e10c03t|48","()","[38, 39]","","سابقم"
"s09e10c03t|51","[5, 6]","[4, 5]","بکنم","میتونم"
"s09e10c03t|54","()","[2, 3]","","خواستم"
"s09e10c03t|59","()","[1, 2]","","کنم"
"s09e10c03t|74","()","[2, 3]","","ببینم"
"s09e10c03t|78","[8, 12]","[8, 10]","جی زی یکشنبه ،","جی زی"
"s09e10c04t|0","()","[2, 3]","","میدونستی"
"s09e10c04t|2","[5, 6]","[4, 6]","ملل","سازمان ملل"
"s09e10c04t|24","()","[2, 3]","","چه"
"s09e10c04t|35","()","[1, 2]","","تونستی"
"s09e10c04t|40","()","[2, 3]","","نیست"
"s09e10c04t|42","()","[7, 8]","","داشت"
"s09e10c04t|47","()","[14, 15]","","ساختیم"
"s09e10c04t|59","[30, 32]","[30, 33]","کل کار","کل کار رو"
"s09e10c04t|60","()","[36, 37]","","میدونی"
"s09e10c04t|64","[2, 3]","[1, 3]","نفر","یه نفر"
"s09e10c04t|70","()","[9, 10]","","داریم"
"s09e10c04t|83","[4, 5]","[3, 4]","شما","نوشته"
"s09e10c04t|85","()","[6, 7]","","دیدم"
"s09e10c04t|87","()","[4, 6]","","شما رو"
"s09e10c04t|91","()","[15, 16]","","ترکوندید"
"s09e10c04t|94","()","[15, 16]","","ترکوندید"
"s09e10c04t|97","()","[18, 19]","","یه"
"s09e10c04t|112","[6, 7]","[7, 8]","چنین","چیزی"
"s09e10c05t|0","[6, 7]","[6, 8]","یاد","یاد بیارم"
"s09e10c05t|2","[3, 9]","[3, 4]","آهنگ رو به یاد بیارم ؟","آهنگ"
"s09e10c05t|3","()","[12, 13]","","کشیده"
"s09e10c05t|4","[15, 29]","[15, 22]","فکرش داره سرم رو میترکونه ♪ دوباره و دوباره و دوباره و ♪ ♪","فکرش داره سرم رو میترکونه ♪ دوباره"
"s09e10c05t|7","[17, 18]","()","سرم",""
"s09e10c05t|8","[20, 21]","()","♪",""
"s09e10c05t|19","[5, 6]","[6, 7]","خودت","نمیدی"
"s09e10c05t|26","[0, 6]","[0, 7]","داشتم به شروع یه پروژه فکر","داشتم به شروع یه پروژه فکر میکردم"
"s09e10c05t|28","()","[0, 1]","","داشتم"
"s09e10c05t|40","()","[12, 13]","","ذهنت"
"s09e10c05t|44","()","[19, 20]","","داراییت"
"s09e10c05t|49","()","[32, 33]","","میخوام"
"s09e10c05t|53","[33, 35]","[33, 36]","همه چیزهایی","همه چیزهایی رو"
"s09e10c05t|54","[33, 38]","[33, 39]","همه چیزهایی رو که نیاز","همه چیزهایی رو که نیاز داری"
"s09e10c05t|55","()","[38, 39]","","داری"
"s09e10c05t|58","[49, 53]","[49, 56]","فیلم "" بی بند","فیلم "" بی بند و بار """
"s09e10c05t|59","[52, 53]","[51, 55]","بند","بی بند و بار"
"s09e10c05t|65","()","[6, 7]","","میدم"
"s09e10c05t|78","()","[4, 5]","","دوستت"
"s09e10c06t|0","()","[1, 2]","","میخوای"
"s09e10c06t|3","()","[3, 4]","","خوبیه"
"s09e10c06t|10","()","[5, 6]","","عشقش"
"s09e10c06t|13","[4, 5]","[3, 5]","اینکارا","از اینکارا"
"s09e10c06t|27","()","[12, 13]","","گفت"
"s09e10c06t|29","()","[18, 19]","","نمیکنه"
"s09e10c06t|31","[15, 16]","()","درباره",""
"s09e10c06t|32","()","[3, 4]","","ببرتت"
"s09e10c06t|46","()","[2, 3]","","میکنی"
"s09e10c06t|48","()","[1, 2]","","دعوتش"
"s09e10c06t|67","()","[9, 10]","","اون"
"s09e10c06t|76","()","[27, 28]","","دارم"
"s09e10c06t|81","()","[8, 9]","","میخوای"
"s09e10c06t|84","[13, 14]","()","متری",""
"s09e10c07t|0","()","[7, 8]","","بفرستیم"
"s09e10c07t|5","()","[4, 5]","","طرفدارمون"
"s09e10c07t|11","()","[1, 2]","","بنویسیم"
"s09e10c07t|27","()","[5, 6]","","میشی"
"s09e10c07t|34","[1, 16]","[0, 13]","چیز خفن ، مثلا مرسی که به ما علاقه نشون دادی "" ما همینجوری میترکونیم","یه چیز خفن ، مثلا مرسی که به ما علاقه نشون دادی """
"s09e10c07t|35","[1, 2]","[0, 2]","چیز","یه چیز"
"s09e10c07t|39","[8, 16]","()","ما علاقه نشون دادی "" ما همینجوری میترکونیم",""
"s09e10c07t|40","[8, 9]","()","ما",""
"s09e10c07t|55","()","[8, 9]","","پرت"
"s09e10c07t|64","[5, 6]","[7, 8]","همچین","کاری"
"s09e10c07t|67","()","[0, 1]","","ارسالش"
"s09e10c07t|70","()","[1, 2]","","هستش"
"s09e10c07t|76","()","[2, 3]","","اسمش"
"s09e10c07t|81","()","[2, 3]","","24سالشه"
"s09e10c07t|85","()","[7, 8]","","هستش"
"s09e10c07t|87","[4, 6]","[4, 7]","دی ‌","دی ‌ جی"
"s09e10c07t|89","()","[11, 12]","","میکنه"
"s09e10c07t|92","()","[8, 9]","","خودش"
"s09e10c07t|94","()","[14, 15]","","داره"
"s09e10c07t|97","()","[21, 22]","","داره"
"s09e10c07t|100","()","[0, 1]","","نمیدونم"
"s09e10c07t|106","[4, 5]","[3, 5]","ماست","طرفدار ماست"
"s09e10c07t|115","()","[13, 14]","","کامنتمون"
"s09e10c07t|120","()","[1, 2]","","باحاله"
"s09e10c07t|122","[3, 4]","[2, 4]","برنخوره","بهت برنخوره"
"s09e10c07t|126","()","[6, 7]","","فرضیم"
"s09e10c08t|3","()","[4, 5]","","نمیکنه"
"s09e10c08t|7","[2, 8]","[2, 9]","روش ‌ های جدید برای اذیت","روش ‌ های جدید برای اذیت کردن"
"s09e10c08t|10","()","[12, 13]","","ـه"
"s09e10c08t|14","()","[18, 19]","","کنی"
"s09e10c08t|21","()","[5, 6]","","مراقبشم"
"s09e10c08t|30","()","[7, 8]","","موهاش"
"s09e10c08t|33","()","[1, 2]","","میخوای"
"s09e10c08t|36","()","[9, 10]","","بود"
"s09e10c08t|48","()","[3, 5]","","چیکار میکنی"
"s09e10c08t|52","[1, 6]","[1, 2]","اتاق من چیکار میکنی ؟","اتاق"
"s09e10c08t|56","()","[7, 8]","","منه"
"s09e10c08t|62","()","[3, 4]","","برداشت"
"s09e10c08t|64","[0, 1]","()","شیپور",""
"s09e10c09t|4","()","[12, 13]","","میکنه"
"s09e10c09t|6","[8, 10]","[8, 11]","دمای آپارتمان","دمای آپارتمان رو"
"s09e10c09t|7","[9, 10]","[9, 11]","آپارتمان","آپارتمان رو"
"s09e10c09t|12","[0, 5]","[0, 5]","شلدون عزیز دیوونه در آینده","شلدون عزیز دیوونه در آینده"
"s09e10c09t|13","[21, 22]","[21, 23]","این","این دما"
"s09e10c09t|16","[30, 31]","[29, 35]","روپوش","یه روپوش مخصوص دیوونه ‌ ها"
"s09e10c09t|32","[58, 93]","[58, 59]","کسی بخواد سر جات بشینه میزنی دهنش رو سرویس میکنی به ظاهر خیلی کار خبیثانه ‌ ای هست ولی مثل اینکه دوست ‌ داشتنی اینکارو میکنی مردم علاقه ‌ ت به سر کار گذاشتن دیگران","کسی"
"s09e10c09t|34","[67, 68]","[63, 64]","میکنی","میزنی"
"s09e10c09t|47","[90, 91]","[89, 93]","کار","سر کار گذاشتن دیگران"
"s09e10c09t|59","[115, 116]","()","ش",""
"s09e10c09t|62","()","[127, 128]","","میتونم"
"s09e10c09t|67","[125, 126]","()","همین",""
"s09e10c09t|68","()","[1, 2]","","برگردیم"
"s09e10c09t|71","[3, 4]","[2, 4]","کارمون","سر کارمون"
"s09e10c09t|78","()","[4, 5]","","دوستت"
"s09e10c09t|83","()","[6, 7]","","دیگه"
"s09e10c09t|84","()","[6, 7]","","میشه"
"s09e10c09t|86","()","[10, 11]","","میتونی"
"s09e10c09t|95","[15, 24]","[15, 25]","کارهایی برات انجام میده که تعدادشون رو نمیتونم لیست","کارهایی برات انجام میده که تعدادشون رو نمیتونم لیست کنم"
"s09e10c09t|98","()","[22, 23]","","نمیتونم"
"s09e10c09t|102","()","[2, 3]","","داره"
"s09e10c09t|104","()","[3, 4]","","میخورتش"
"s09e10c10t|0","[0, 1]","[0, 2]","اینجا","اینجا رو"
"s09e10c10t|11","()","[1, 2]","","ماست"
"s09e10c10t|15","[1, 2]","[0, 2]","ماست","طرفدار ماست"
"s09e10c10t|20","()","[1, 2]","","کردی"
"s09e10c10t|34","()","[7, 8]","","انداختنمون"
"s09e10c10t|41","[5, 6]","[4, 6]","الان","همین الان"
"s09e10c10t|43","[3, 15]","[7, 16]","ترنت همین الان وارد کافی ‌ شاپ توی خیابون "" فیر اوک","کافی ‌ شاپ توی خیابون "" فیر اوک """
"s09e10c10t|44","[3, 15]","[14, 15]","ترنت همین الان وارد کافی ‌ شاپ توی خیابون "" فیر اوک","اوک"
"s09e10c10t|45","()","[0, 1]","","میخوای"
"s09e10c10t|52","[3, 4]","()","رو",""
"s09e10c10t|54","[7, 8]","()","خیلی",""
"s09e10c10t|55","()","[2, 3]","","نیست"
"s09e10c10t|59","[4, 12]","[4, 14]","صفحه طرفدارای گروه "" ردّ پا روی ماه","صفحه طرفدارای گروه "" ردّ پا روی ماه "" رو"
"s09e10c10t|70","()","[6, 7]","","پروفایلش"
"s09e10c10t|74","[18, 19]","[12, 13]","بود","آرشیو"
"s09e10c10t|77","()","[27, 28]","","کردم"
"s09e10c10t|79","()","[24, 25]","","توییترش"
"s09e10c10t|81","[24, 25]","[24, 26]","توییترش","توییترش رو"
"s09e10c10t|83","[5, 6]","()","ردّ",""
"s09e10c10t|85","[6, 9]","[6, 11]","اینستاگرام و اسنپ","اینستاگرام و اسنپ ‌ چت"
"s09e10c10t|86","[8, 9]","[8, 11]","اسنپ","اسنپ ‌ چت"
"s09e10c10t|89","[12, 16]","[12, 17]","هر کاری که انجام","هر کاری که انجام میده"
"s09e10c11t|0","()","[3, 4]","","ست"
"s09e10c11t|9","()","[4, 5]","","خانمت"
"s09e10c11t|12","()","[11, 12]","","کرد"
"s09e10c11t|14","[6, 7]","()","اون",""
"s09e10c11t|17","()","[13, 14]","","شد"
"s09e10c11t|22","[1, 3]","[1, 5]","یه فایده","یه فایده ‌ ای"
"s09e10c11t|26","[4, 5]","()","خسته",""
"s09e10c11t|28","[13, 21]","[13, 24]","یه کاسه سوپ پیاز که خوب ادویه ‌","یه کاسه سوپ پیاز که خوب ادویه ‌ دار شده باشه"
"s09e10c11t|32","[1, 3]","[0, 3]","5سالی میشه","‏ 5سالی میشه"
"s09e10c11t|33","()","[5, 6]","","فکرم"
"s09e10c11t|39","()","[19, 20]","","میدونی"
"s09e10c11t|43","[0, 6]","[0, 6]","فیزیکدان معرکه ‌ ای که میدونم","فیزیکدان معرکه ‌ ای که میدونم"
"s09e10c11t|45","[0, 2]","[0, 1]","فیزیکدان معرکه","فیزیکدان"
"s09e10c11t|46","()","[5, 6]","","میدونم"
"s09e10c11t|60","()","[7, 8]","","کشیدم"
"s09e10c11t|68","[5, 12]","[5, 13]","دیگه اسمی از اونی که خودت میدونی","دیگه اسمی از اونی که خودت میدونی نمیبریم"
"s09e10c12t|6","[6, 10]","[6, 14]","چیزی اینقدر اعصاب ‌","چیزی اینقدر اعصاب ‌ خردکن سر و کله"
"s09e10c12t|8","()","[0, 1]","","داره"
"s09e10c12t|13","[17, 18]","[18, 19]","وجود","داره"
"s09e10c12t|20","()","[5, 6]","","هست"
"s09e10c12t|27","()","[3, 4]","","میگه"
"s09e10c12t|33","[14, 15]","[15, 16]","وجود","داره"
"s09e10c12t|45","()","[5, 6]","","هستش"
"s09e10c12t|49","[10, 11]","[9, 11]","آتشفشان","کوه آتشفشان"
"s09e10c12t|53","()","[20, 21]","","تسلا"
"s09e10c12t|55","[25, 36]","[25, 36]","یه کفتر شده بود که ادعا میکرد کفتر هم اونو دوست","یه کفتر شده بود که ادعا میکرد کفتر هم اونو دوست"
"s09e10c12t|57","[25, 27]","()","یه کفتر",""
"s09e10c12t|58","()","[31, 32]","","میکرد"
"s09e10c12t|66","()","[3, 4]","","جیبش"
"s09e10c12t|68","[0, 2]","[0, 1]","لیست اینجور","لیست"
"s09e10c12t|72","[7, 8]","[7, 10]","نقاش","نقاش ‌ هایی"
"s09e10c12t|82","()","[60, 61]","","هستش"
"s09e10c12t|88","[63, 64]","[61, 63]","شکر","خدا رو"
"s09e10c12t|89","()","[65, 66]","","نیستم"
"s09e10c12t|91","()","[67, 68]","","نیستم"
"s09e10c12t|93","[68, 70]","()","یه کفتر",""
"s09e10c12t|94","()","[72, 73]","","عروسم"
"s09e10c12t|97","[12, 13]","()","دست",""
"s09e10c12t|98","[13, 14]","[0, 1]","دادیم","فرصتمون"
"s09e10c12t|101","[0, 14]","[0, 11]","فرصتمون برای اینکه با کفتر بره روی سقف زندگی کنه رو از دست دادیم","فرصتمون برای اینکه با کفتر بره روی سقف زندگی کنه رو"
"s09e10c13t|1","()","[4, 5]","","ایناهاشش"
"s09e10c13t|3","()","[5, 6]","","بریم"
"s09e10c13t|18","[4, 5]","[9, 10]","داره","میده"
"s09e10c13t|20","[6, 7]","[3, 7]","آهنگ","الان داره به آهنگ"
"s09e10c13t|24","()","[0, 1]","","میتونی"
"s09e10c13t|26","[4, 5]","()","عجب",""
"s09e10c13t|29","()","[18, 19]","","میده"
"s09e10c13t|43","()","[0, 1]","","بعدش"
"s09e10c13t|54","()","[18, 19]","","میکنه"
"s09e10c13t|56","()","[0, 1]","","نمیتونم"
"s09e10c13t|61","()","[1, 2]","","نداره"
"s09e10c13t|62","()","[3, 4]","","نداره"
"s09e10c13t|64","()","[5, 6]","","شد"
"s09e10c13t|66","()","[4, 5]","","میکنه"
"s09e10c13t|68","()","[3, 4]","","نگاهش"
"s09e10c13t|69","()","[3, 4]","","نیست"
"s09e10c13t|71","()","[4, 5]","","بخورتش"
"s09e10c13t|79","()","[1, 2]","","بریم"
"s09e10c14t|0","()","[1, 2]","","عجبم"
"s09e10c14t|7","()","[8, 9]","","ذهنم"
"s09e10c14t|10","()","[0, 1]","","نمیدونم"
"s09e10c14t|14","[7, 8]","[6, 7]","میاد","خوشت"
"s09e10c14t|16","[3, 4]","[2, 6]","بیچ","گروه بیچ ‌ بویز"
"s09e10c14t|17","()","[1, 2]","","اسمشون"
"s09e10c14t|26","()","[9, 10]","","برگردیم"
"s09e10c14t|36","()","[14, 15]","","فهمیدم"
"s09e10c14t|40","()","[20, 21]","","ذهنم"
"s09e10c14t|44","()","[2, 3]","","هستش"
"s09e10c14t|47","()","[5, 6]","","میدونم"
"s09e10c14t|53","()","[14, 15]","","نیست"
"s09e10c14t|57","[19, 21]","[17, 21]","ی شصت","دهه ‌ ی شصت"
"s09e10c14t|64","()","[8, 9]","","زندگیم"
"s09e10c14t|67","[14, 15]","[13, 15]","شعر","متن شعر"
"s09e10c14t|69","[19, 22]","[19, 23]","یه مرد نصفه","یه مرد نصفه نیمه"
"s09e10c14t|71","()","[26, 27]","","نمتونستم"
"s09e10c14t|73","()","[31, 32]","","میتونم"
"s09e10c14t|77","()","[38, 39]","","دارم"
"s09e10c14t|79","()","[48, 49]","","دارم"
"s09e10c14t|81","[40, 45]","[40, 46]","جوری که به زندگیم نرمی","جوری که به زندگیم نرمی بخشیدی"
"s09e10c14t|82","()","[45, 46]","","بخشیدی"
"s09e10c14t|83","()","[43, 44]","","زندگیم"
"s09e10c14t|86","()","[3, 4]","","بخشید"
"s09e10c14t|88","()","[1, 2]","","زندگیت"
"s09e10c14t|98","()","[8, 9]","","قلبم"
"s09e11c00t|9","()","[0, 1]","","نمیدونم"
"s09e11c00t|14","()","[4, 5]","","دارن"
"s09e11c00t|18","()","[3, 4]","","مطمئنی"
"s09e11c00t|25","[2, 5]","[2, 6]","درخت پولادین 2","درخت پولادین 2 :"
"s09e11c00t|28","()","[3, 4]","","نمیتونم"
"s09e11c00t|48","()","[6, 7]","","عقایدم"
"s09e11c00t|53","()","[24, 25]","","هستم"
"s09e11c00t|61","()","[29, 30]","","مامانم"
"s09e11c00t|64","()","[30, 31]","","میدونم"
"s09e11c00t|69","()","[33, 34]","","زندگیم"
"s09e11c00t|75","()","[2, 3]","","میگم"
"s09e11c01t|0","()","[1, 2]","","خوشحالم"
"s09e11c01t|10","()","[4, 5]","","نمیتونم"
"s09e11c01t|12","()","[8, 9]","","توـه"
"s09e11c01t|17","[5, 6]","[5, 7]","سه","سه شنبه"
"s09e11c01t|21","[14, 16]","[14, 17]","سه گانه","سه گانه رو"
"s09e11c01t|22","()","[23, 24]","","میخورم"
"s09e11c01t|28","()","[2, 3]","","میدونی"
"s09e11c01t|30","[4, 5]","[4, 6]","سه","سه شنبه"
"s09e11c01t|40","[12, 13]","()","بلیتها",""
"s09e11c01t|41","[6, 8]","[6, 10]","با ایمی","با ایمی به هم"
"s09e11c01t|46","()","[16, 17]","","امیدوارم"
"s09e11c01t|50","[17, 18]","[17, 20]","چیز","چیز دیگه ای"
"s09e11c01t|52","()","[27, 28]","","است"
"s09e11c01t|60","()","[6, 7]","","نخوای"
"s09e11c01t|62","()","[10, 11]","","بپیچونیش"
"s09e11c01t|66","()","[9, 10]","","تولدش"
"s09e11c01t|68","()","[1, 2]","","کنم"
"s09e11c01t|73","()","[13, 14]","","ببینیش"
"s09e11c01t|75","()","[13, 14]","","ببینیش"
"s09e11c01t|86","()","[14, 16]","","لو بده"
"s09e11c01t|95","()","[6, 7]","","کیکش"
"s09e11c02t|3","[2, 3]","()","چرا",""
"s09e11c02t|4","()","[3, 4]","","برگشتی"
